ID,Quote,Author,Tags,Tags Count,Timestamp
798,“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,happiness,1,2025-11-08T20:14:23.790736
799,"“If you judge people, you have no time to love them.”",Mother Teresa,attributed-no-source,1,2025-11-08T20:14:23.790826
800,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor, religion",2,2025-11-08T20:14:23.790928
801,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,1,2025-11-08T20:14:23.791022
802,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",Dr. Seuss,"comedy, life, yourself",3,2025-11-08T20:14:23.791118
803,"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"children, fairy-tales",2,2025-11-08T20:14:23.791210
804,"“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”",J.K. Rowling,,0,2025-11-08T20:14:23.791292
805,“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,imagination,1,2025-11-08T20:14:23.791379
806,"“One good thing about music, when it hits you, you feel no pain.”",Bob Marley,music,1,2025-11-08T20:14:23.791463
807,"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",Dr. Seuss,"learning, reading, seuss",3,2025-11-08T20:14:25.077082
808,"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",J.K. Rowling,dumbledore,1,2025-11-08T20:14:25.077193
809,"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",Bob Marley,friendship,1,2025-11-08T20:14:25.077280
810,“Not all of us can do great things. But we can do small things with great love.”,Mother Teresa,"misattributed-to-mother-teresa, paraphrased",2,2025-11-08T20:14:25.077373
811,"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death, inspirational",2,2025-11-08T20:14:25.077469
812,“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate, food, humor",3,2025-11-08T20:14:25.077567
813,“We read to know we're not alone.”,William Nicholson,"misattributed-to-c-s-lewis, reading",2,2025-11-08T20:14:25.077659
814,“Any fool can know. The point is to understand.”,Albert Einstein,"knowledge, learning, understanding, wisdom",4,2025-11-08T20:14:25.077762
815,“I have always imagined that Paradise will be a kind of library.”,Jorge Luis Borges,"books, library",2,2025-11-08T20:14:25.077855
816,“It is never too late to be what you might have been.”,George Eliot,inspirational,1,2025-11-08T20:14:25.077941
817,"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",George R.R. Martin,"read, readers, reading, reading-books",4,2025-11-08T20:14:26.288754
818,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:26.288881
819,“You believe lies so you eventually learn to trust no one but yourself.”,Marilyn Monroe,,0,2025-11-08T20:14:26.288961
820,"“If you can make a woman laugh, you can make her do anything.”",Marilyn Monroe,"girls, love",2,2025-11-08T20:14:26.289053
821,"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",Albert Einstein,"life, simile",2,2025-11-08T20:14:26.289145
822,“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,Marilyn Monroe,love,1,2025-11-08T20:14:26.289231
823,"“A wise girl kisses but doesn't love, listens but doesn't believe, and leaves before she is left.”",Marilyn Monroe,attributed-no-source,1,2025-11-08T20:14:26.289318
824,“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope, inspirational",2,2025-11-08T20:14:26.289406
825,"“It matters not what someone is born, but what they grow to be.”",J.K. Rowling,dumbledore,1,2025-11-08T20:14:26.289491
826,"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",James Baldwin,love,1,2025-11-08T20:14:26.289575
827,"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",Jane Austen,"friendship, love",2,2025-11-08T20:14:27.490546
828,“Do one thing every day that scares you.”,Eleanor Roosevelt,"attributed, fear, inspiration",3,2025-11-08T20:14:27.490725
829,"“I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.”",Marilyn Monroe,attributed-no-source,1,2025-11-08T20:14:27.490862
830,"“If I were not a physicist, I would probably be a musician. I often think in music. I live my daydreams in music. I see my life in terms of music.”",Albert Einstein,music,1,2025-11-08T20:14:27.490995
831,"“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”",Haruki Murakami,"books, thought",2,2025-11-08T20:14:27.491141
832,“The difference between genius and stupidity is: genius has its limits.”,Alexandre Dumas fils,misattributed-to-einstein,1,2025-11-08T20:14:27.491254
833,"“He's like a drug for you, Bella.”",Stephenie Meyer,"drug, romance, simile",3,2025-11-08T20:14:27.491348
834,“There is no friend as loyal as a book.”,Ernest Hemingway,"books, friends, novelist-quotes",3,2025-11-08T20:14:27.491443
835,"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",Helen Keller,inspirational,1,2025-11-08T20:14:27.491535
836,“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself",3,2025-11-08T20:14:27.491632
837,"“That's the problem with drinking, I thought, as I poured myself a drink. If something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.”",Charles Bukowski,alcohol,1,2025-11-08T20:14:28.675816
838,“You don’t forget the face of the person who was your last hope.”,Suzanne Collins,the-hunger-games,1,2025-11-08T20:14:28.675930
839,"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",Suzanne Collins,humor,1,2025-11-08T20:14:28.676017
840,"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",C.S. Lewis,love,1,2025-11-08T20:14:28.676109
841,“Not all those who wander are lost.”,J.R.R. Tolkien,"bilbo, journey, lost, quest, travel, wander",6,2025-11-08T20:14:28.676224
842,"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”",J.K. Rowling,live-death-love,1,2025-11-08T20:14:28.676311
843,“There is nothing to writing. All you do is sit down at a typewriter and bleed.”,Ernest Hemingway,"good, writing",2,2025-11-08T20:14:28.676401
844,“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,Ralph Waldo Emerson,"life, regrets",2,2025-11-08T20:14:28.676494
845,“I have never let my schooling interfere with my education.”,Mark Twain,education,1,2025-11-08T20:14:28.676583
846,“I have heard there are troubles of more than one kind. Some come from ahead and some come from behind. But I've bought a big bat. I'm all ready you see. Now my troubles are going to have troubles with me!”,Dr. Seuss,troubles,1,2025-11-08T20:14:28.676669
847,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,Alfred Tennyson,"friendship, love",2,2025-11-08T20:14:29.868544
848,“Some people never go crazy. What truly horrible lives they must lead.”,Charles Bukowski,humor,1,2025-11-08T20:14:29.868677
849,"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”",Terry Pratchett,"humor, open-mind, thinking",3,2025-11-08T20:14:29.868797
850,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",Dr. Seuss,"humor, philosophy",2,2025-11-08T20:14:29.868911
851,"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors, books, literature, reading, writing",5,2025-11-08T20:14:29.869049
852,“The reason I talk to myself is because I’m the only one whose answers I accept.”,George Carlin,"humor, insanity, lies, lying, self-indulgence, truth",6,2025-11-08T20:14:29.869192
853,"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,"beatles, connection, dreamers, dreaming, dreams, hope, inspirational, peace",8,2025-11-08T20:14:29.869359
854,“I am free of all prejudice. I hate everyone equally. ”,W.C. Fields,"humor, sinister",2,2025-11-08T20:14:29.869475
855,“The question isn't who is going to let me; it's who is going to stop me.”,Ayn Rand,,0,2025-11-08T20:14:29.869577
856,“′Classic′ - a book which people praise and don't read.”,Mark Twain,"books, classic, reading",3,2025-11-08T20:14:29.869700
857,“Anyone who has never made a mistake has never tried anything new.”,Albert Einstein,mistakes,1,2025-11-08T20:14:31.084821
858,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",Jane Austen,"humor, love, romantic, women",4,2025-11-08T20:14:31.085018
859,"“Remember, if the time should come when you have to make a choice between what is right and what is easy, remember what happened to a boy who was good, and kind, and brave, because he strayed across the path of Lord Voldemort. Remember Cedric Diggory.”",J.K. Rowling,integrity,1,2025-11-08T20:14:31.085163
860,"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",Jane Austen,"books, library, reading",3,2025-11-08T20:14:31.085326
861,"“There are few people whom I really love, and still fewer of whom I think well. The more I see of the world, the more am I dissatisfied with it; and every day confirms my belief of the inconsistency of all human characters, and of the little dependence that can be placed on the appearance of merit or sense.”",Jane Austen,"elizabeth-bennet, jane-austen",2,2025-11-08T20:14:31.085479
862,“Some day you will be old enough to start reading fairy tales again.”,C.S. Lewis,"age, fairytales, growing-up",3,2025-11-08T20:14:31.085639
863,“We are not necessarily doubting that God will do the best for us; we are wondering how painful the best will turn out to be.”,C.S. Lewis,god,1,2025-11-08T20:14:31.085776
864,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,Mark Twain,"death, life",2,2025-11-08T20:14:31.085876
865,“A lie can travel half way around the world while the truth is putting on its shoes.”,Mark Twain,"misattributed-mark-twain, truth",2,2025-11-08T20:14:31.085966
866,"“I believe in Christianity as I believe that the sun has risen: not only because I see it, but because by it I see everything else.”",C.S. Lewis,"christianity, faith, religion, sun",4,2025-11-08T20:14:31.086069
867,"“The truth."" Dumbledore sighed. ""It is a beautiful and terrible thing, and should therefore be treated with great caution.”",J.K. Rowling,truth,1,2025-11-08T20:14:32.449596
868,"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",Jimi Hendrix,"death, life",2,2025-11-08T20:14:32.449713
869,“To die will be an awfully big adventure.”,J.M. Barrie,"adventure, love",2,2025-11-08T20:14:32.449815
870,“It takes courage to grow up and become who you really are.”,E.E. Cummings,courage,1,2025-11-08T20:14:32.449904
871,“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,life,1,2025-11-08T20:14:32.449990
872,“You never really understand a person until you consider things from his point of view... Until you climb inside of his skin and walk around in it.”,Harper Lee,better-life-empathy,1,2025-11-08T20:14:32.450078
873,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"books, children, difficult, grown-ups, write, writers, writing",7,2025-11-08T20:14:32.450200
874,“Never tell the truth to people who are not worthy of it.”,Mark Twain,truth,1,2025-11-08T20:14:32.450292
875,"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,1,2025-11-08T20:14:32.450387
876,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books, mind",2,2025-11-08T20:14:32.450488
877,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"inspirational, life, live, miracle, miracles",5,2025-11-08T20:14:34.970405
878,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”",Marilyn Monroe,"be-yourself, inspirational",2,2025-11-08T20:14:34.970522
879,"“I have not failed. I've just found 10,000 ways that won't work.”",Thomas A. Edison,"edison, failure, inspirational, paraphrased",4,2025-11-08T20:14:34.970626
880,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",8,2025-11-08T20:14:34.970853
881,"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death, inspirational",2,2025-11-08T20:14:34.970948
882,“It is never too late to be what you might have been.”,George Eliot,inspirational,1,2025-11-08T20:14:34.971039
883,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:34.971140
884,“Only in the darkness can you see the stars.”,Martin Luther King Jr.,"hope, inspirational",2,2025-11-08T20:14:34.971233
885,"“When one door of happiness closes, another opens; but often we look so long at the closed door that we do not see the one which has been opened for us.”",Helen Keller,inspirational,1,2025-11-08T20:14:34.971320
886,“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself",3,2025-11-08T20:14:36.157297
887,"“You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one.”",John Lennon,"beatles, connection, dreamers, dreaming, dreams, hope, inspirational, peace",8,2025-11-08T20:14:36.157604
888,"“A person's a person, no matter how small.”",Dr. Seuss,inspirational,1,2025-11-08T20:14:36.157802
889,“It is better to be hated for what you are than to be loved for what you are not.”,André Gide,"life, love",2,2025-11-08T20:14:38.699992
890,"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",Bob Marley,love,1,2025-11-08T20:14:38.700213
891,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",8,2025-11-08T20:14:38.700343
892,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",Friedrich Nietzsche,"friendship, lack-of-friendship, lack-of-love, love, marriage, unhappy-marriage",6,2025-11-08T20:14:38.700456
893,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",Pablo Neruda,"love, poetry",2,2025-11-08T20:14:38.700550
894,"“If you can make a woman laugh, you can make her do anything.”",Marilyn Monroe,"girls, love",2,2025-11-08T20:14:38.700644
895,“The real lover is the man who can thrill you by kissing your forehead or smiling into your eyes or just staring into space.”,Marilyn Monroe,love,1,2025-11-08T20:14:38.700730
896,"“Love does not begin and end the way we seem to think it does. Love is a battle, love is a war; love is a growing up.”",James Baldwin,love,1,2025-11-08T20:14:38.700817
897,"“There is nothing I would not do for those who are really my friends. I have no notion of loving people by halves, it is not my nature.”",Jane Austen,"friendship, love",2,2025-11-08T20:14:38.700909
898,"“To love at all is to be vulnerable. Love anything and your heart will be wrung and possibly broken. If you want to make sure of keeping it intact you must give it to no one, not even an animal. Wrap it carefully round with hobbies and little luxuries; avoid all entanglements. Lock it up safe in the casket or coffin of your selfishness. But in that casket, safe, dark, motionless, airless, it will change. It will not be broken; it will become unbreakable, impenetrable, irredeemable. To love is to be vulnerable.”",C.S. Lewis,love,1,2025-11-08T20:14:39.882576
899,“If I had a flower for every time I thought of you...I could walk through my garden forever.”,Alfred Tennyson,"friendship, love",2,2025-11-08T20:14:39.882738
900,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",Jane Austen,"humor, love, romantic, women",4,2025-11-08T20:14:39.882882
901,“To die will be an awfully big adventure.”,J.M. Barrie,"adventure, love",2,2025-11-08T20:14:39.883011
902,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"inspirational, life, live, miracle, miracles",5,2025-11-08T20:14:42.425990
903,“It is better to be hated for what you are than to be loved for what you are not.”,André Gide,"life, love",2,2025-11-08T20:14:42.426115
904,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",Douglas Adams,"life, navigation",2,2025-11-08T20:14:42.426328
905,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books, contentment, friends, friendship, life",5,2025-11-08T20:14:42.426445
906,“Life is what happens to us while we are making other plans.”,Allen Saunders,"fate, life, misattributed-john-lennon, planning, plans",5,2025-11-08T20:14:42.426587
907,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",Dr. Seuss,"comedy, life, yourself",3,2025-11-08T20:14:42.426695
908,"“Life is like riding a bicycle. To keep your balance, you must keep moving.”",Albert Einstein,"life, simile",2,2025-11-08T20:14:42.426794
909,“Life isn't about finding yourself. Life is about creating yourself.”,George Bernard Shaw,"inspirational, life, yourself",3,2025-11-08T20:14:42.426900
910,“Finish each day and be done with it. You have done what you could. Some blunders and absurdities no doubt crept in; forget them as soon as you can. Tomorrow is a new day. You shall begin it serenely and with too high a spirit to be encumbered with your old nonsense.”,Ralph Waldo Emerson,"life, regrets",2,2025-11-08T20:14:42.427003
911,“The fear of death follows from the fear of life. A man who lives fully is prepared to die at any time.”,Mark Twain,"death, life",2,2025-11-08T20:14:43.607153
912,"“I'm the one that's got to die when it's time for me to die, so let me live my life the way I want to.”",Jimi Hendrix,"death, life",2,2025-11-08T20:14:43.607268
913,“But better to get hurt by the truth than comforted with a lie.”,Khaled Hosseini,life,1,2025-11-08T20:14:43.607357
914,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",Jane Austen,"aliteracy, books, classic, humor",4,2025-11-08T20:14:45.928525
915,"“A day without sunshine is like, you know, night.”",Steve Martin,"humor, obvious, simile",3,2025-11-08T20:14:45.928677
916,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor, religion",2,2025-11-08T20:14:45.928796
917,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,1,2025-11-08T20:14:45.928910
918,“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate, food, humor",3,2025-11-08T20:14:45.929043
919,"“Remember, we're madly in love, so it's all right to kiss me anytime you feel like it.”",Suzanne Collins,humor,1,2025-11-08T20:14:45.929154
920,“Some people never go crazy. What truly horrible lives they must lead.”,Charles Bukowski,humor,1,2025-11-08T20:14:45.929262
921,"“The trouble with having an open mind, of course, is that people will insist on coming along and trying to put things in it.”",Terry Pratchett,"humor, open-mind, thinking",3,2025-11-08T20:14:45.929385
922,"“Think left and think right and think low and think high. Oh, the thinks you can think up if only you try!”",Dr. Seuss,"humor, philosophy",2,2025-11-08T20:14:45.929503
923,“The reason I talk to myself is because I’m the only one whose answers I accept.”,George Carlin,"humor, insanity, lies, lying, self-indulgence, truth",6,2025-11-08T20:14:45.929647
924,“I am free of all prejudice. I hate everyone equally. ”,W.C. Fields,"humor, sinister",2,2025-11-08T20:14:47.107225
925,"“A lady's imagination is very rapid; it jumps from admiration to love, from love to matrimony in a moment.”",Jane Austen,"humor, love, romantic, women",4,2025-11-08T20:14:47.107471
926,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",Jane Austen,"aliteracy, books, classic, humor",4,2025-11-08T20:14:49.434840
927,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books, contentment, friends, friendship, life",5,2025-11-08T20:14:49.434975
928,“I have always imagined that Paradise will be a kind of library.”,Jorge Luis Borges,"books, library",2,2025-11-08T20:14:49.435067
929,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:49.435170
930,"“If you only read the books that everyone else is reading, you can only think what everyone else is thinking.”",Haruki Murakami,"books, thought",2,2025-11-08T20:14:49.435263
931,“There is no friend as loyal as a book.”,Ernest Hemingway,"books, friends, novelist-quotes",3,2025-11-08T20:14:49.435360
932,"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors, books, literature, reading, writing",5,2025-11-08T20:14:49.435467
933,“′Classic′ - a book which people praise and don't read.”,Mark Twain,"books, classic, reading",3,2025-11-08T20:14:49.435567
934,"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",Jane Austen,"books, library, reading",3,2025-11-08T20:14:49.435676
935,"“You have to write the book that wants to be written. And if the book will be too difficult for grown-ups, then you write it for children.”",Madeleine L'Engle,"books, children, difficult, grown-ups, write, writers, writing",7,2025-11-08T20:14:49.435795
936,"“... a mind needs books as a sword needs a whetstone, if it is to keep its edge.”",George R.R. Martin,"books, mind",2,2025-11-08T20:14:50.667319
937,"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",Dr. Seuss,"learning, reading, seuss",3,2025-11-08T20:14:52.990752
938,“We read to know we're not alone.”,William Nicholson,"misattributed-to-c-s-lewis, reading",2,2025-11-08T20:14:52.990873
939,"“A reader lives a thousand lives before he dies, said Jojen. The man who never reads lives only one.”",George R.R. Martin,"read, readers, reading, reading-books",4,2025-11-08T20:14:52.990974
940,“You can never get a cup of tea large enough or a book long enough to suit me.”,C.S. Lewis,"books, inspirational, reading, tea",4,2025-11-08T20:14:52.991075
941,"“What really knocks me out is a book that, when you're all done reading it, you wish the author that wrote it was a terrific friend of yours and you could call him up on the phone whenever you felt like it. That doesn't happen much, though.”",J.D. Salinger,"authors, books, literature, reading, writing",5,2025-11-08T20:14:52.991184
942,“′Classic′ - a book which people praise and don't read.”,Mark Twain,"books, classic, reading",3,2025-11-08T20:14:52.991286
943,"“I declare after all there is no enjoyment like reading! How much sooner one tires of any thing than of a book! -- When I have a house of my own, I shall be miserable if I have not an excellent library.”",Jane Austen,"books, library, reading",3,2025-11-08T20:14:52.991383
944,“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”,Albert Einstein,"change, deep-thoughts, thinking, world",4,2025-11-08T20:14:21.266785
945,"“It is our choices, Harry, that show what we truly are, far more than our abilities.”",J.K. Rowling,"abilities, choices",2,2025-11-08T20:14:21.267252
946,“There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is a miracle.”,Albert Einstein,"inspirational, life, live, miracle, miracles",5,2025-11-08T20:14:21.267387
947,"“The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.”",Jane Austen,"aliteracy, books, classic, humor",4,2025-11-08T20:14:21.267499
948,"“Imperfection is beauty, madness is genius and it's better to be absolutely ridiculous than absolutely boring.”",Marilyn Monroe,"be-yourself, inspirational",2,2025-11-08T20:14:21.267600
949,“Try not to become a man of success. Rather become a man of value.”,Albert Einstein,"adulthood, success, value",3,2025-11-08T20:14:21.267703
950,“It is better to be hated for what you are than to be loved for what you are not.”,André Gide,"life, love",2,2025-11-08T20:14:21.267800
951,"“I have not failed. I've just found 10,000 ways that won't work.”",Thomas A. Edison,"edison, failure, inspirational, paraphrased",4,2025-11-08T20:14:21.267909
952,“A woman is like a tea bag; you never know how strong it is until it's in hot water.”,Eleanor Roosevelt,misattributed-eleanor-roosevelt,1,2025-11-08T20:14:21.267999
953,"“A day without sunshine is like, you know, night.”",Steve Martin,"humor, obvious, simile",3,2025-11-08T20:14:21.268099
954,"“It takes a great deal of bravery to stand up to our enemies, but just as much to stand up to our friends.”",J.K. Rowling,"courage, friends",2,2025-11-08T20:14:22.598644
955,"“If you can't explain it to a six year old, you don't understand it yourself.”",Albert Einstein,"simplicity, understand",2,2025-11-08T20:14:22.598763
956,"“You may not be her first, her last, or her only. She loved before she may love again. But if she loves you now, what else matters? She's not perfect—you aren't either, and the two of you may never be perfect together but if she can make you laugh, cause you to think twice, and admit to being human and making mistakes, hold onto her and give her the most you can. She may not be thinking about you every second of the day, but she will give you a part of her that she knows you can break—her heart. So don't hurt her, don't change her, don't analyze and don't expect more than she can give. Smile when she makes you happy, let her know when she makes you mad, and miss her when she's not there.”",Bob Marley,love,1,2025-11-08T20:14:22.598860
957,"“I like nonsense, it wakes up the brain cells. Fantasy is a necessary ingredient in living.”",Dr. Seuss,fantasy,1,2025-11-08T20:14:22.599100
958,"“I may not have gone where I intended to go, but I think I have ended up where I needed to be.”",Douglas Adams,"life, navigation",2,2025-11-08T20:14:22.599199
959,"“The opposite of love is not hate, it's indifference. The opposite of art is not ugliness, it's indifference. The opposite of faith is not heresy, it's indifference. And the opposite of life is not death, it's indifference.”",Elie Wiesel,"activism, apathy, hate, indifference, inspirational, love, opposite, philosophy",8,2025-11-08T20:14:22.599324
960,"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",Friedrich Nietzsche,"friendship, lack-of-friendship, lack-of-love, love, marriage, unhappy-marriage",6,2025-11-08T20:14:22.599438
961,"“Good friends, good books, and a sleepy conscience: this is the ideal life.”",Mark Twain,"books, contentment, friends, friendship, life",5,2025-11-08T20:14:22.599545
962,“Life is what happens to us while we are making other plans.”,Allen Saunders,"fate, life, misattributed-john-lennon, planning, plans",5,2025-11-08T20:14:22.599650
963,"“I love you without knowing how, or when, or from where. I love you simply, without problems or pride: I love you in this way because I do not know any other way of loving but this, in which there is no I or you, so intimate that your hand upon my chest is my hand, so intimate that when I fall asleep your eyes close.”",Pablo Neruda,"love, poetry",2,2025-11-08T20:14:23.790618
964,“For every minute you are angry you lose sixty seconds of happiness.”,Ralph Waldo Emerson,happiness,1,2025-11-08T20:14:23.790736
965,"“If you judge people, you have no time to love them.”",Mother Teresa,attributed-no-source,1,2025-11-08T20:14:23.790826
966,“Anyone who thinks sitting in church can make you a Christian must also think that sitting in a garage can make you a car.”,Garrison Keillor,"humor, religion",2,2025-11-08T20:14:23.790928
967,“Beauty is in the eye of the beholder and it may be necessary from time to time to give a stupid or misinformed beholder a black eye.”,Jim Henson,humor,1,2025-11-08T20:14:23.791022
968,"“Today you are You, that is truer than true. There is no one alive who is Youer than You.”",Dr. Seuss,"comedy, life, yourself",3,2025-11-08T20:14:23.791118
969,"“If you want your children to be intelligent, read them fairy tales. If you want them to be more intelligent, read them more fairy tales.”",Albert Einstein,"children, fairy-tales",2,2025-11-08T20:14:23.791210
970,"“It is impossible to live without failing at something, unless you live so cautiously that you might as well not have lived at all - in which case, you fail by default.”",J.K. Rowling,,0,2025-11-08T20:14:23.791292
971,“Logic will get you from A to Z; imagination will get you everywhere.”,Albert Einstein,imagination,1,2025-11-08T20:14:23.791379
972,"“One good thing about music, when it hits you, you feel no pain.”",Bob Marley,music,1,2025-11-08T20:14:23.791463
973,"“The more that you read, the more things you will know. The more that you learn, the more places you'll go.”",Dr. Seuss,"learning, reading, seuss",3,2025-11-08T20:14:25.077082
974,"“Of course it is happening inside your head, Harry, but why on earth should that mean that it is not real?”",J.K. Rowling,dumbledore,1,2025-11-08T20:14:25.077193
975,"“The truth is, everyone is going to hurt you. You just got to find the ones worth suffering for.”",Bob Marley,friendship,1,2025-11-08T20:14:25.077280
976,“Not all of us can do great things. But we can do small things with great love.”,Mother Teresa,"misattributed-to-mother-teresa, paraphrased",2,2025-11-08T20:14:25.077373
977,"“To the well-organized mind, death is but the next great adventure.”",J.K. Rowling,"death, inspirational",2,2025-11-08T20:14:25.077469
978,“All you need is love. But a little chocolate now and then doesn't hurt.”,Charles M. Schulz,"chocolate, food, humor",3,2025-11-08T20:14:25.077567
