2025-11-08 20:14:20 | INFO     | QuoteParser | 🚀 Универсальный парсер цитат инициализирован
2025-11-08 20:14:26 | INFO     | QuoteParser | ✅ Страница 5: 10 новых цитат
2025-11-08 20:14:26 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/page/6/
2025-11-08 20:14:26 | INFO     | QuoteParser | 📄 Страница 6: http://quotes.toscrape.com/page/6/
2025-11-08 20:14:27 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:27 | INFO     | QuoteParser | ✅ Страница 6: 10 новых цитат
2025-11-08 20:14:27 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/page/7/
2025-11-08 20:14:27 | INFO     | QuoteParser | 📄 Страница 7: http://quotes.toscrape.com/page/7/
2025-11-08 20:14:28 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:28 | INFO     | QuoteParser | ✅ Страница 7: 10 новых цитат
2025-11-08 20:14:28 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/page/8/
2025-11-08 20:14:28 | INFO     | QuoteParser | 📄 Страница 8: http://quotes.toscrape.com/page/8/
2025-11-08 20:14:29 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:29 | INFO     | QuoteParser | ✅ Страница 8: 10 новых цитат
2025-11-08 20:14:29 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/page/9/
2025-11-08 20:14:29 | INFO     | QuoteParser | 📄 Страница 9: http://quotes.toscrape.com/page/9/
2025-11-08 20:14:31 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:31 | INFO     | QuoteParser | ✅ Страница 9: 10 новых цитат
2025-11-08 20:14:31 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/page/10/
2025-11-08 20:14:31 | INFO     | QuoteParser | 📄 Страница 10: http://quotes.toscrape.com/page/10/
2025-11-08 20:14:32 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:32 | INFO     | QuoteParser | ✅ Страница 10: 10 новых цитат
2025-11-08 20:14:32 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:32 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:32 | INFO     | QuoteParser | 📄 Обработано страниц: 10
2025-11-08 20:14:32 | INFO     | QuoteParser | 💬 Собрано цитат: 99
2025-11-08 20:14:32 | INFO     | QuoteParser | 🔗 Уникальных URL: 10
2025-11-08 20:14:32 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:32 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:11.418938
2025-11-08 20:14:32 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:32 | INFO     | QuoteParser | 🏷️ Всего тегов: 226
2025-11-08 20:14:34 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:34 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:34 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:34 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/inspirational/
2025-11-08 20:14:34 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:34 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/inspirational/
2025-11-08 20:14:34 | INFO     | QuoteParser | 📊 Распаршено цитат: 9
2025-11-08 20:14:34 | INFO     | QuoteParser | ✅ Страница 1: 9 новых цитат
2025-11-08 20:14:34 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/tag/inspirational/page/2/
2025-11-08 20:14:34 | INFO     | QuoteParser | 📄 Страница 2: http://quotes.toscrape.com/tag/inspirational/page/2/
2025-11-08 20:14:36 | INFO     | QuoteParser | 📊 Распаршено цитат: 3
2025-11-08 20:14:36 | INFO     | QuoteParser | ✅ Страница 2: 3 новых цитат
2025-11-08 20:14:36 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:36 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:36 | INFO     | QuoteParser | 📄 Обработано страниц: 12
2025-11-08 20:14:36 | INFO     | QuoteParser | 💬 Собрано цитат: 111
2025-11-08 20:14:36 | INFO     | QuoteParser | 🔗 Уникальных URL: 2
2025-11-08 20:14:36 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:36 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:01.532243
2025-11-08 20:14:36 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:36 | INFO     | QuoteParser | 🏷️ Всего тегов: 267
2025-11-08 20:14:38 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:38 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:38 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:38 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/love/
2025-11-08 20:14:38 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:38 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/love/
2025-11-08 20:14:38 | INFO     | QuoteParser | 📊 Распаршено цитат: 9
2025-11-08 20:14:38 | INFO     | QuoteParser | ✅ Страница 1: 9 новых цитат
2025-11-08 20:14:38 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/tag/love/page/2/
2025-11-08 20:14:38 | INFO     | QuoteParser | 📄 Страница 2: http://quotes.toscrape.com/tag/love/page/2/
2025-11-08 20:14:39 | INFO     | QuoteParser | 📊 Распаршено цитат: 4
2025-11-08 20:14:39 | INFO     | QuoteParser | ✅ Страница 2: 4 новых цитат
2025-11-08 20:14:39 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:39 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:39 | INFO     | QuoteParser | 📄 Обработано страниц: 14
2025-11-08 20:14:39 | INFO     | QuoteParser | 💬 Собрано цитат: 124
2025-11-08 20:14:39 | INFO     | QuoteParser | 🔗 Уникальных URL: 2
2025-11-08 20:14:39 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:39 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:01.538392
2025-11-08 20:14:39 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:39 | INFO     | QuoteParser | 🏷️ Всего тегов: 301
2025-11-08 20:14:41 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:42 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:42 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:42 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/life/
2025-11-08 20:14:42 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:42 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/life/
2025-11-08 20:14:42 | INFO     | QuoteParser | 📊 Распаршено цитат: 9
2025-11-08 20:14:42 | INFO     | QuoteParser | ✅ Страница 1: 9 новых цитат
2025-11-08 20:14:42 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/tag/life/page/2/
2025-11-08 20:14:42 | INFO     | QuoteParser | 📄 Страница 2: http://quotes.toscrape.com/tag/life/page/2/
2025-11-08 20:14:43 | INFO     | QuoteParser | 📊 Распаршено цитат: 3
2025-11-08 20:14:43 | INFO     | QuoteParser | ✅ Страница 2: 3 новых цитат
2025-11-08 20:14:43 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:43 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:43 | INFO     | QuoteParser | 📄 Обработано страниц: 16
2025-11-08 20:14:43 | INFO     | QuoteParser | 💬 Собрано цитат: 136
2025-11-08 20:14:43 | INFO     | QuoteParser | 🔗 Уникальных URL: 2
2025-11-08 20:14:43 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:43 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:01.509639
2025-11-08 20:14:43 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:43 | INFO     | QuoteParser | 🏷️ Всего тегов: 335
2025-11-08 20:14:45 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:45 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:45 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:45 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/humor/
2025-11-08 20:14:45 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:45 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/humor/
2025-11-08 20:14:45 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:45 | INFO     | QuoteParser | ✅ Страница 1: 10 новых цитат
2025-11-08 20:14:45 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/tag/humor/page/2/
2025-11-08 20:14:45 | INFO     | QuoteParser | 📄 Страница 2: http://quotes.toscrape.com/tag/humor/page/2/
2025-11-08 20:14:47 | INFO     | QuoteParser | 📊 Распаршено цитат: 2
2025-11-08 20:14:47 | INFO     | QuoteParser | ✅ Страница 2: 2 новых цитат
2025-11-08 20:14:47 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:47 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:47 | INFO     | QuoteParser | 📄 Обработано страниц: 18
2025-11-08 20:14:47 | INFO     | QuoteParser | 💬 Собрано цитат: 148
2025-11-08 20:14:47 | INFO     | QuoteParser | 🔗 Уникальных URL: 2
2025-11-08 20:14:47 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:47 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:01.346092
2025-11-08 20:14:47 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:47 | INFO     | QuoteParser | 🏷️ Всего тегов: 367
2025-11-08 20:14:49 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:49 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:49 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:49 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/books/
2025-11-08 20:14:49 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:49 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/books/
2025-11-08 20:14:49 | INFO     | QuoteParser | 📊 Распаршено цитат: 10
2025-11-08 20:14:49 | INFO     | QuoteParser | ✅ Страница 1: 10 новых цитат
2025-11-08 20:14:49 | INFO     | QuoteParser | ➡️ Переход на: http://quotes.toscrape.com/tag/books/page/2/
2025-11-08 20:14:49 | INFO     | QuoteParser | 📄 Страница 2: http://quotes.toscrape.com/tag/books/page/2/
2025-11-08 20:14:50 | INFO     | QuoteParser | 📊 Распаршено цитат: 1
2025-11-08 20:14:50 | INFO     | QuoteParser | ✅ Страница 2: 1 новых цитат
2025-11-08 20:14:50 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:50 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:50 | INFO     | QuoteParser | 📄 Обработано страниц: 20
2025-11-08 20:14:50 | INFO     | QuoteParser | 💬 Собрано цитат: 159
2025-11-08 20:14:50 | INFO     | QuoteParser | 🔗 Уникальных URL: 2
2025-11-08 20:14:50 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:50 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:01.409505
2025-11-08 20:14:50 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:50 | INFO     | QuoteParser | 🏷️ Всего тегов: 407
2025-11-08 20:14:52 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:52 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:52 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:52 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/reading/
2025-11-08 20:14:52 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:52 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/reading/
2025-11-08 20:14:52 | INFO     | QuoteParser | 📊 Распаршено цитат: 7
2025-11-08 20:14:52 | INFO     | QuoteParser | ✅ Страница 1: 7 новых цитат
2025-11-08 20:14:52 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:52 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:52 | INFO     | QuoteParser | 📄 Обработано страниц: 21
2025-11-08 20:14:52 | INFO     | QuoteParser | 💬 Собрано цитат: 166
2025-11-08 20:14:52 | INFO     | QuoteParser | 🔗 Уникальных URL: 1
2025-11-08 20:14:52 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:52 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:00.170395
2025-11-08 20:14:52 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:52 | INFO     | QuoteParser | 🏷️ Всего тегов: 431
2025-11-08 20:14:54 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:55 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:55 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:55 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/friendship/
2025-11-08 20:14:55 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:55 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/friendship/
2025-11-08 20:14:55 | INFO     | QuoteParser | 📊 Распаршено цитат: 5
2025-11-08 20:14:55 | INFO     | QuoteParser | ✅ Страница 1: 5 новых цитат
2025-11-08 20:14:55 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:55 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:55 | INFO     | QuoteParser | 📄 Обработано страниц: 22
2025-11-08 20:14:55 | INFO     | QuoteParser | 💬 Собрано цитат: 171
2025-11-08 20:14:55 | INFO     | QuoteParser | 🔗 Уникальных URL: 1
2025-11-08 20:14:55 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:55 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:00.168070
2025-11-08 20:14:55 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:55 | INFO     | QuoteParser | 🏷️ Всего тегов: 447
2025-11-08 20:14:57 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:57 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:57 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:57 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/friends/
2025-11-08 20:14:57 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:57 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/friends/
2025-11-08 20:14:57 | INFO     | QuoteParser | 📊 Распаршено цитат: 3
2025-11-08 20:14:57 | INFO     | QuoteParser | ✅ Страница 1: 3 новых цитат
2025-11-08 20:14:57 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:57 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:57 | INFO     | QuoteParser | 📄 Обработано страниц: 23
2025-11-08 20:14:57 | INFO     | QuoteParser | 💬 Собрано цитат: 174
2025-11-08 20:14:57 | INFO     | QuoteParser | 🔗 Уникальных URL: 1
2025-11-08 20:14:57 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:57 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:00.171346
2025-11-08 20:14:57 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:57 | INFO     | QuoteParser | 🏷️ Всего тегов: 457
2025-11-08 20:14:59 | INFO     | QuoteParser | 🤖 Проверяем robots.txt: http://quotes.toscrape.com/robots.txt
2025-11-08 20:14:59 | INFO     | QuoteParser | ✅ robots.txt не найден - доступ разрешен
2025-11-08 20:14:59 | INFO     | QuoteParser | 🎯 Определен сайт: Quotes to Scrape
2025-11-08 20:14:59 | INFO     | QuoteParser | 🎯 Начало парсинга: http://quotes.toscrape.com/tag/truth/
2025-11-08 20:14:59 | INFO     | QuoteParser | ⏰ Задержка между запросами: 1 сек
2025-11-08 20:14:59 | INFO     | QuoteParser | 📄 Страница 1: http://quotes.toscrape.com/tag/truth/
2025-11-08 20:14:59 | INFO     | QuoteParser | 📊 Распаршено цитат: 4
2025-11-08 20:14:59 | INFO     | QuoteParser | ✅ Страница 1: 4 новых цитат
2025-11-08 20:14:59 | INFO     | QuoteParser | 🏁 Пагинация завершена
2025-11-08 20:14:59 | INFO     | QuoteParser | 📈 === СТАТИСТИКА ВЫПОЛНЕНИЯ ===
2025-11-08 20:14:59 | INFO     | QuoteParser | 📄 Обработано страниц: 24
2025-11-08 20:14:59 | INFO     | QuoteParser | 💬 Собрано цитат: 178
2025-11-08 20:14:59 | INFO     | QuoteParser | 🔗 Уникальных URL: 1
2025-11-08 20:14:59 | INFO     | QuoteParser | ❌ Неудачных запросов: 0
2025-11-08 20:14:59 | INFO     | QuoteParser | ⏱️ Время выполнения: 0:00:00.170425
2025-11-08 20:14:59 | INFO     | QuoteParser | 👥 Уникальных авторов: 50
2025-11-08 20:14:59 | INFO     | QuoteParser | 🏷️ Всего тегов: 467
2025-11-08 20:14:59 | INFO     | QuoteParser | 💾 Данные сохранены в ВЕЛИКИЕ_ЦИТАТЫ.json
2025-11-08 20:15:00 | INFO     | QuoteParser | 💾 Данные сохранены в ВЕЛИКИЕ_ЦИТАТЫ.csv
2025-11-08 20:15:00 | INFO     | QuoteParser | 🎨 HTML отчет создан: ВЕЛИКИЕ_ЦИТАТЫ_ОТЧЕТ.html
